ID,CHURN,Gender,Status,Children,Est Income,Car Owner,Age,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,Usage,RatePlan,LTV
460,F,F,M,2,41876.6,Y,44.093333,6.78,0,132.65,0,CC,FreeLocal,Standard,139.44,3,1888.49
461,T,M,M,0,96223.4,Y,64.76,11.81,0.63,5.73,0,CC,FreeLocal,Standard,18.18,1,152.87
462,T,F,S,0,15989.3,N,61.693333,3.67,0,25.49,1,CC,Budget,Intnl_discount,29.17,4,231.97
463,T,M,M,0,69168.4,Y,62.426667,14.16,6.01,214.73,0,CC,Budget,Standard,234.91,2,2038.4
464,F,M,M,1,92148.5,Y,33,3,0,100.9,0,CC,Budget,Intnl_discount,113.68,2,1761.72
465,F,M,M,0,96681,Y,19.76,7,7.66,40.92,0,CC,Budget,Standard,73.76,2,1829.54
466,F,M,S,0,62705.9,Y,32,8,0,6.81,0,CC,FreeLocal,Intnl_discount,33.44,2,583.89
467,F,M,S,0,80221.2,N,29.026667,9,0,49.56,0,Auto,FreeLocal,Standard,50.48,2,866.57
468,F,M,S,0,84479.2,N,30,7,0,43.01,0,CC,FreeLocal,Standard,56.23,2,1063.99
469,F,F,M,2,64977.4,N,38.193333,28.11,0,17.66,0,CC,FreeLocal,Standard,45.77,2,671.88
470,T,F,M,0,77994,N,50.553333,12.4,0,89.62,0,CH,FreeLocal,Standard,102.02,1,1193.79
471,F,M,M,2,90103.7,N,34.946667,12.23,8.87,45.34,0,CC,Budget,Intnl_discount,66.45,3,1027.1
472,T,F,M,0,59008.4,Y,30.18,12.86,0,18.73,0,CC,Budget,Standard,31.59,1,533.49
473,F,M,M,2,5265.35,N,52.873333,2.33,5.3,23.46,0,Auto,Budget,Intnl_discount,31.1,3,300.72
474,T,M,S,1,84978.1,N,21.64,5.03,7.68,76.07,0,CH,FreeLocal,Intnl_discount,88.79,1,2449.25
475,F,F,M,2,36647.9,N,49.986667,21.41,0,85.96,0,CC,Budget,Intnl_discount,107.38,3,1089.34
476,T,F,S,0,64319.2,N,41.226667,3.01,0,37.15,0,CH,Budget,Intnl_discount,40.16,1,537.69
477,F,F,S,1,73338,N,48.246667,20.92,0,9.01,0,Auto,Budget,Intnl_discount,29.93,3,356.95
478,T,F,S,0,433.74,N,60.746667,3.3,0,40.91,0,CC,FreeLocal,Standard,44.22,1,403.63
479,F,F,M,2,16962.2,N,45.36,18.6,0,8.96,0,CC,Budget,Standard,27.57,2,353.28
481,F,M,M,2,10708.3,N,26.026667,20.83,4.85,117.26,0,CH,Budget,Intnl_discount,142.95,3,3164.71
484,T,F,M,0,2031.61,N,20.3,21.64,0,87.4,0,CC,Budget,Standard,109.04,2,2808.65
488,F,F,S,2,16938.5,N,55,13.35,0,8.76,0,CH,FreeLocal,Standard,22.11,2,212.51
491,F,F,M,0,55221,N,42,0.49,0,15.2,0,CC,FreeLocal,Standard,15.69,3,211.51
492,F,F,M,1,8073.11,N,43,28.7,0,60.35,0,Auto,FreeLocal,Standard,89.05,2,1205.72
493,F,M,M,1,95448.6,Y,53.68,24.24,0,5.21,0,CH,Budget,Standard,29.46,3,320.48
494,T,M,S,1,24141.5,Y,17.006667,28.82,0,97.05,0,CC,FreeLocal,Standard,125.87,4,4194.13
495,F,M,S,2,63152.6,Y,63.173333,29.93,0,40.07,0,CC,Budget,Intnl_discount,70.01,1,566.66
497,F,M,S,2,72084.7,N,55.64,29.11,0,9.02,0,CC,Budget,Intnl_discount,38.13,1,393.31
498,F,F,S,0,42760.5,N,46,13.47,0,40.23,0,CC,Budget,Standard,53.7,3,597.35
499,F,F,S,1,49072,N,47,23.5,0,10.74,0,Auto,Budget,Intnl_discount,34.25,2,405.22
500,F,F,M,0,27371.8,Y,48,16.14,0,126.55,0,CC,FreeLocal,Standard,142.7,4,1600.8
504,T,M,M,1,71472.9,N,41.913333,16.02,0,114.2,0,CH,Budget,Standard,130.22,3,1564.84
505,F,F,M,0,95405.7,N,42,7.74,0,6.21,0,CC,Budget,Standard,13.96,4,190.42
506,F,F,S,0,95786.8,Y,43,21.33,0,87.46,0,CC,Budget,Standard,108.79,4,1451.18
508,F,M,S,0,90321.6,N,30,0.87,0,11.52,0,Auto,FreeLocal,Intnl_discount,12.39,2,239.48
509,T,M,S,0,90478.6,N,54.553333,18.02,0,136.47,0,CC,FreeLocal,Standard,154.49,2,1473.94
510,F,F,M,2,56187,N,42,8.09,0,13.74,0,CH,Budget,Standard,21.83,2,286.75
513,T,F,S,1,37000,N,24.393333,23.56,0,206.08,0,CC,Budget,Intnl_discount,229.64,2,4937.35
518,F,M,M,2,29616,N,49.426667,29.78,0,45.5,0,CH,FreeLocal,Standard,75.29,1,751.97
520,F,M,M,0,19732.8,N,50.673333,24.81,0,22.44,0,CC,FreeLocal,Standard,47.25,2,496.3
523,F,M,S,2,96.33,N,56.473333,26.13,0,32.88,1,CC,Budget,Standard,59.01,4,524.34
526,F,F,M,2,52004.8,N,25.14,5.03,0,23.11,0,CH,Budget,Intnl_discount,28.14,1,563.13
529,F,M,M,2,53010.8,N,18.84,12.45,0,46.42,4,CC,FreeLocal,Standard,58.87,1,1745.28
530,F,M,M,0,75004.5,N,64.8,26.52,0,32.19,0,CC,Budget,Intnl_discount,58.72,2,461.05
533,F,M,M,0,19749.3,N,60.366667,20.22,0,13.94,0,CC,Budget,Standard,34.17,1,303.41
534,F,M,S,1,57626.9,Y,43.906667,9.38,0,38.96,0,CC,Budget,Standard,48.35,3,568.2
535,F,M,M,2,20078,N,32.846667,9.65,0,6.33,0,CC,Budget,Intnl_discount,15.98,4,264.39
536,F,F,M,2,47902,N,26.033333,17.44,4.94,49.92,1,Auto,FreeLocal,Standard,72.31,4,1586.57
541,T,M,M,1,7545.96,Y,16.753333,22.39,0,178.36,0,CC,Budget,Standard,200.75,3,6194.73
547,T,F,S,0,78851.3,N,48.373333,0.37,0,28.66,0,CC,FreeLocal,Standard,29.04,4,303.79
548,T,F,S,1,17540.7,Y,62.786667,22.17,0.57,13.45,0,Auto,Budget,Standard,36.2,1,288.93
549,T,F,M,0,83891.9,Y,61.02,28.92,0,45.47,0,CH,Budget,Standard,74.4,4,591.7
550,T,F,M,2,28220.8,N,38.766667,26.49,0,12.46,0,CC,FreeLocal,Standard,38.95,4,533.23
552,T,F,S,0,28589.1,N,15.6,13.19,0,87.09,0,CC,FreeLocal,Standard,100.28,4,3605.62
554,F,F,M,2,5237.63,N,48.753333,13.32,8.05,56.64,0,CC,Budget,Standard,78.02,1,898.75
557,T,M,S,2,89459.9,N,53.28,11.54,1.61,22.9,0,CC,FreeLocal,Standard,36.05,3,353.85
560,T,F,S,1,13576.5,N,39.426667,14.83,0,25.66,0,CC,Budget,Standard,40.49,4,496.61
561,F,F,S,0,81710.9,N,58.54,20.95,0,15.46,1,CC,FreeLocal,Standard,36.42,4,312
564,T,F,M,2,67388,N,53.12,4.79,0.5,91.04,1,CC,Budget,Standard,96.33,3,1024.82
565,F,F,M,1,57063,Y,52.333333,16.79,0,81.3,0,CH,Budget,Standard,98.1,4,1110.97
566,T,F,M,2,84166.1,N,54.013333,3.28,0,11.74,1,CC,Budget,Standard,15.02,1,152.48
572,T,F,S,1,7737.94,N,42.666667,11.05,0,50.84,0,CC,FreeLocal,Standard,61.9,2,763.55
573,T,M,S,2,100020,N,48,21.37,0,293.24,0,CH,Budget,Standard,314.62,4,3832.47
574,F,F,M,2,45287.6,Y,29.026667,0,0,2.97,0,CC,Budget,Standard,2.97,3,49.81
575,T,F,M,2,59613.1,N,34.32,12.37,0,163.41,0,CC,Budget,Intnl_discount,175.78,2,3002.89
577,T,F,S,1,16326.7,N,50.613333,0,0,1.34,0,CC,FreeLocal,Intnl_discount,1.34,2,13.63
580,T,F,S,2,9559.78,N,51.38,18.31,0,59.59,0,CC,FreeLocal,Standard,77.91,3,783.35
583,F,F,M,2,42031.8,N,50.753333,20.45,0,39.33,0,CH,Budget,Intnl_discount,59.78,3,664.43
585,F,F,M,2,83284.1,Y,28.42,26.91,0,9.04,0,Auto,FreeLocal,Intnl_discount,35.96,3,681.38
586,F,M,M,1,39229.1,N,26.26,28.82,4.74,13.53,0,CC,Budget,Intnl_discount,47.1,4,938.46
587,F,F,D,1,68427.4,N,42.393333,23.76,0,50.05,0,Auto,FreeLocal,Standard,73.81,4,870.38
589,F,M,S,0,3601.71,N,49.266667,9.57,4.19,111.84,0,Auto,Budget,Intnl_discount,125.6,1,1470.19
591,T,F,S,0,98716.3,N,55.66,20.97,8.23,13.92,0,CC,FreeLocal,Standard,43.13,4,387
592,F,F,S,2,66182.7,Y,62.48,11.7,0,47.17,0,Auto,Budget,Standard,58.87,2,525.07
593,T,F,S,2,84789.3,N,50.433333,14.22,8.8,10.45,0,CH,FreeLocal,Standard,33.47,4,352.37
595,T,F,M,2,35976.5,Y,48.853333,18.85,0,31.78,0,Auto,FreeLocal,Intnl_discount,50.63,4,588.4
596,F,F,M,0,32703.1,Y,64.92,16.8,0,56.09,0,CC,Budget,Intnl_discount,72.89,4,655.42
598,F,F,M,2,8204.72,N,52.973333,15.59,0,24.19,0,CH,FreeLocal,Standard,39.79,4,424.66
599,T,M,M,1,97180.4,N,50.6,8.21,9.63,45.66,0,CH,FreeLocal,Standard,63.51,4,703.14
601,T,F,S,2,38280,N,33.74,11.64,0,74.97,0,Auto,FreeLocal,Intnl_discount,86.61,4,1315.54
602,T,M,S,0,64136.6,Y,61.106667,16.21,1,125.15,0,CC,FreeLocal,Intnl_discount,142.37,2,1253.85
604,T,F,M,2,45429.7,Y,61.713333,24.7,0,73.04,0,CH,FreeLocal,Standard,97.74,3,763.55
606,T,F,S,0,25285.5,N,53.986667,9.37,0,11.93,0,CC,FreeLocal,Standard,21.3,4,227.85
607,F,F,M,2,77551.1,Y,33.6,20.53,0,41.89,1,CC,Budget,Intnl_discount,62.42,3,1050.78
608,T,F,M,0,38538.4,N,12.326667,22.86,8.32,16.48,0,CC,FreeLocal,Standard,47.66,3,2188.48
609,F,F,S,0,69350.5,Y,57.42,1.9,0,25.95,0,CC,FreeLocal,Standard,27.86,4,238.35
616,T,M,S,2,43634.5,N,21.78,29.44,9.42,104.64,0,CC,Budget,Standard,143.5,4,3447.95
620,T,F,S,1,13109.1,N,62.606667,22.38,0,40.48,0,Auto,Budget,Standard,62.87,4,503.82
621,T,M,S,1,92647.5,N,56.046667,16.04,5.74,10.34,0,CC,Budget,Standard,32.13,4,286.31
622,F,M,S,2,21021.6,Y,62.753333,3.75,0,11.19,0,CC,Budget,Standard,14.95,2,126.14
623,T,M,S,0,74460.7,Y,55.34,25.53,0.99,179.93,0,CC,FreeLocal,Standard,206.46,3,2085.3
626,T,F,S,2,28787.4,N,41.666667,27.97,0,58.09,0,Auto,Budget,Standard,86.06,3,1221.78
629,F,M,M,1,13091.6,N,59.126667,22.79,0,20.26,0,CC,Budget,Intnl_discount,43.06,3,432.27
632,F,F,M,2,62061.8,Y,45.92,29.86,0,52.22,0,Auto,FreeLocal,Standard,82.08,4,913.91
633,T,F,M,1,20550.9,Y,22.12,27.72,0.86,57.06,0,CC,Budget,Standard,85.64,4,2098.02
636,F,M,M,2,1765.41,N,18.766667,3.04,0,44.95,0,CC,FreeLocal,Standard,47.99,1,1248.93
639,T,F,S,2,19131.1,N,56.186667,22.15,0,34.91,0,Auto,Budget,Standard,57.07,1,589.41
645,F,M,M,2,42750.3,Y,50.493333,20.59,1.97,112.4,0,Auto,Budget,Intnl_discount,134.97,2,1340.72
647,T,F,S,2,2842.55,N,45.92,0,0,0.79,0,Auto,Budget,Intnl_discount,0.79,4,9.46
648,F,M,M,2,22358.1,N,52.626667,15.54,1.52,12.19,0,CC,Budget,Standard,29.25,3,308.31
650,F,M,M,0,47870.8,Y,27.26,2,1.17,12.48,0,CC,FreeLocal,Standard,13.82,2,261.68
651,F,F,S,2,6440.46,Y,41,22.66,0,27.2,0,CH,Budget,Standard,49.86,2,584.95
652,T,F,S,0,7325.5,N,36.92,28.52,0,161.54,0,CC,FreeLocal,Intnl_discount,190.06,2,2542.5
654,F,M,M,2,28766.9,N,46.84,6.11,0,58.08,0,CC,Budget,Standard,64.2,4,797.6
656,F,M,M,1,5252.29,N,16.333333,2.65,0,17.08,1,Auto,Budget,Standard,19.73,2,608
660,F,M,M,2,91272.2,Y,25.033333,26.99,0,13.01,0,CC,FreeLocal,Standard,40,3,895.56
666,T,M,S,0,69000,Y,52.266667,11.63,9.7,115.66,1,CC,FreeLocal,Intnl_discount,137,4,1443.4
670,F,M,M,2,1406.05,Y,19.306667,11.55,0,15.17,0,CC,Budget,Standard,26.72,3,775.69
672,F,F,S,0,73228.3,N,43,22.47,0,28.11,0,Auto,Budget,Standard,50.58,2,646.15
673,F,F,S,2,76231.9,N,63.806667,2.01,0,150.75,0,Auto,FreeLocal,Standard,152.76,4,1235
678,T,M,M,1,64792.3,N,52.146667,13.05,1.51,36.84,0,CH,FreeLocal,Standard,51.41,1,545.19
681,T,F,S,0,93322.1,Y,40.313333,29.92,0,8.79,0,CH,Budget,Intnl_discount,38.72,1,533.01
686,T,M,M,1,63437.3,N,63.653333,0.68,3.35,10.94,0,CC,Budget,Intnl_discount,14.98,3,134.26
690,F,M,M,2,49910.7,Y,51.52,27.42,0,23.72,0,CC,Budget,Standard,51.14,1,518.56
692,T,M,M,0,76161.4,Y,44.573333,11.96,0,25.58,0,CC,FreeLocal,Standard,37.55,3,483.88
693,F,F,M,2,55860,Y,14.573333,16.01,0,10.35,0,CC,FreeLocal,Intnl_discount,26.37,4,931.02
694,T,F,S,1,12686,N,64.8,23.23,0,80.64,0,Auto,Budget,Standard,103.88,1,828.18
702,F,M,M,2,57360.8,Y,53.253333,10.36,0,57.25,0,CC,FreeLocal,Standard,67.61,2,634.44
703,T,M,M,1,92414.7,Y,45.513333,29.43,0,10.62,0,CC,FreeLocal,Standard,40.06,4,507.09
704,T,M,M,1,60102.7,N,42.14,9.84,0,62.44,1,CH,FreeLocal,Standard,72.29,4,999.02
706,F,F,M,2,17888.7,N,43,29.41,0,332.46,0,CC,Budget,Standard,361.88,4,4607.98
707,T,F,S,1,12526.3,N,53.553333,11.72,0,28.86,0,CC,FreeLocal,Intnl_discount,40.59,1,428.63
710,T,F,S,2,14578.8,Y,60.933333,11.91,0,95.1,0,Auto,Budget,Standard,107.02,1,893.49
713,T,M,M,0,78572.2,Y,42.346667,21.81,0,29.28,1,CC,FreeLocal,Standard,51.09,3,712.03
714,F,M,M,1,3933.74,N,17.86,9.75,0,47.91,0,CC,Budget,Intnl_discount,57.67,2,1742.94
715,F,F,M,2,48238.8,N,34.706667,23.28,0,168.03,0,CC,FreeLocal,Standard,191.32,1,2721.73
717,T,F,M,0,28770.9,N,12.34,27.99,5.32,16.27,0,CH,FreeLocal,Standard,49.6,3,2185.01
718,F,F,M,2,87578.2,Y,53.366667,0.29,0,22.15,0,CC,Budget,Standard,22.44,2,231.24
719,F,F,M,2,86695.4,N,13.906667,25.94,0,32.09,0,CC,FreeLocal,Standard,58.03,2,2216.74
721,F,F,S,2,76791.2,N,47,20.71,0,23,0,CC,Budget,Intnl_discount,43.71,1,489.43
725,T,F,S,0,30763.8,Y,14.193333,21.32,0,35.85,0,CC,Budget,Standard,57.17,4,2378.57
726,F,F,M,2,3193.6,N,54.046667,4.19,0,114.62,1,CH,Budget,Standard,118.82,3,1209.94
730,F,F,M,0,83287,N,56.193333,29.64,0,90.18,4,Auto,FreeLocal,Intnl_discount,119.82,4,1228.42
731,T,M,S,1,2056.06,Y,18.94,24.07,6.98,27.75,0,Auto,Budget,Standard,58.8,4,1614.55
732,F,F,M,2,7776.6,N,35.706667,25.87,0,68.33,0,CC,FreeLocal,Standard,94.2,3,1432.28
733,F,M,M,1,2067.82,N,47.853333,15.25,0,70.65,0,CC,Budget,Intnl_discount,85.9,2,1071.62
734,T,M,S,0,77000,N,63.353333,4.58,7.66,8.49,0,CC,Budget,Standard,20.74,3,169.96
736,F,F,M,2,69343.3,N,42.166667,6.36,0,15.54,0,CC,FreeLocal,Standard,21.91,2,260.31
737,F,F,M,0,83287,N,44,0.57,0,23.89,2,Auto,Budget,Standard,24.46,2,282.62
740,F,F,M,0,14932.5,N,46,4.91,0,6.5,0,CC,Budget,Intnl_discount,11.42,2,141.5
741,F,F,S,0,27498.1,N,52.646667,2.2,0,9.88,0,CC,Budget,Intnl_discount,12.08,4,120.42
743,F,F,M,2,21419.9,N,59.833333,26.39,0,103.12,0,CC,FreeLocal,Standard,129.51,1,1130.16
744,F,F,M,2,30665.2,Y,22.88,5.83,8.32,63.28,0,Auto,FreeLocal,Standard,77.44,4,1744.93
745,F,F,M,1,70000,Y,67,6.08,0,30.95,0,Auto,FreeLocal,Intnl_discount,37.04,2,296.84
746,F,F,M,2,50561.3,N,46,16.6,0,113.31,1,CH,Budget,Standard,129.91,2,1535.29
748,T,F,S,2,23464,Y,61,22.43,0,41.71,0,CC,Budget,Intnl_discount,64.14,3,535.01
749,F,F,M,2,194.57,N,47,28.26,0,38.95,0,CC,FreeLocal,Standard,67.21,2,747.11
750,F,F,M,1,98680.4,Y,46,17.58,0,8.85,0,CH,FreeLocal,Intnl_discount,26.44,4,306.13
751,T,M,M,0,65619.7,Y,52.646667,13.56,0,144.66,0,CC,Budget,Standard,158.22,2,1776.44
752,F,F,M,1,95620.3,Y,47,10.91,0,93.61,0,CC,Budget,Standard,104.53,4,1303.89
753,F,F,S,0,85275,N,62,22.48,0,151.61,0,Auto,FreeLocal,Intnl_discount,174.09,1,1389.85
754,F,F,M,1,66921.4,Y,46,15.7,0,8.97,0,CC,FreeLocal,Intnl_discount,24.67,1,278.25
755,F,F,M,1,98453.6,Y,70,13.72,0,11.65,0,Auto,FreeLocal,Standard,25.38,4,189.83
756,F,F,M,2,94026.8,Y,27.746667,25,0,10.62,0,CC,FreeLocal,Intnl_discount,35.63,2,623.52
758,F,F,S,2,57420,Y,55,25.18,0,252.53,1,Auto,Budget,Standard,277.72,4,2823.47
759,T,M,M,0,66666,N,45.486667,3.93,3.73,26.69,1,CC,FreeLocal,Standard,34.35,1,435.74
761,F,M,M,2,47639.1,N,41,17.48,0,39.62,0,CC,Budget,Intnl_discount,57.11,4,703.36
762,F,F,M,2,63234.5,Y,52.36,0,0,1.16,0,CH,FreeLocal,Intnl_discount,1.16,4,11.17
766,F,F,M,2,18296.4,Y,42.626667,0.08,0,10.39,0,CC,FreeLocal,Standard,10.47,4,146.53
767,T,F,S,0,39461,N,22.226667,22.87,0.28,103.52,1,CC,FreeLocal,Standard,126.68,1,2855.3
769,F,F,S,1,70000,N,56.193333,22.82,0,63.29,0,Auto,FreeLocal,Standard,86.12,1,821.85
771,F,M,M,1,47371,Y,54.96,4.98,7.69,258.29,0,CC,Budget,Intnl_discount,270.97,4,2592.12
772,F,F,M,2,52957,Y,39.746667,25.79,0,125.52,2,CH,FreeLocal,Standard,151.32,4,2093.39
773,F,F,S,2,86747.1,N,64.853333,20.15,0,37.24,0,Auto,Budget,Standard,57.4,4,468.83
775,F,F,M,1,87404.6,N,63.186667,21.63,0,139.2,0,Auto,Budget,Standard,160.84,2,1257.59
777,F,F,M,2,85394,Y,20.16,19.28,2.02,14.38,1,Auto,Budget,Intnl_discount,35.69,2,1020.97
778,T,F,S,0,2121.36,N,39.786667,2.02,0,36.78,1,CC,FreeLocal,Standard,38.8,3,527.86
779,F,F,M,2,63566.1,Y,56.3,7.94,0,65.09,0,CH,Budget,Intnl_discount,73.03,4,702.13
782,F,F,S,0,89813.6,N,12.846667,14.94,1.96,149.26,0,CC,FreeLocal,Intnl_discount,166.18,4,7129.96
784,F,F,M,2,82644.2,Y,33.493333,21.97,0,19.88,0,CC,FreeLocal,Intnl_discount,41.85,2,606.32
785,T,F,S,1,27783.6,N,14.04,4.97,6.53,18.07,0,CC,FreeLocal,Standard,29.58,2,1062.17
788,F,F,M,2,60485.5,N,41.666667,11.7,0,28.7,0,Auto,Budget,Intnl_discount,40.41,3,501.79
791,F,F,M,2,809.43,Y,31.913333,0,0,2.89,0,CH,FreeLocal,Intnl_discount,2.89,4,48.33
792,T,M,S,1,76529.8,N,58.28,18.46,5.36,20.05,0,CC,Budget,Standard,43.89,4,374.6
793,F,F,M,2,34577.7,N,63.253333,29.18,0,116.57,3,CH,Budget,Standard,145.75,4,1347.08
795,F,F,M,0,66666,N,67,27.56,0,45.46,0,Auto,Budget,Standard,73.02,1,614.35
796,T,F,S,2,19008.4,Y,52.166667,10.54,0,137.19,0,CC,FreeLocal,Standard,147.74,4,1504.78
797,F,F,M,0,98056.3,N,55.966667,23.7,0,126.96,0,Auto,FreeLocal,Standard,150.67,1,1296.01
798,T,M,M,0,80000,Y,53.213333,0,0,2.21,0,CH,Budget,Standard,2.21,1,23.17
800,T,M,M,0,78894.2,N,52.74,2,1.41,43.23,0,CH,Budget,Intnl_discount,46.65,3,484.62
801,T,M,S,1,16432.1,Y,20.92,20.41,8.89,80.47,0,CH,Budget,Intnl_discount,109.78,4,3067.66
802,F,M,S,1,62797.9,N,32,8.32,4.28,55.48,0,CH,Budget,Intnl_discount,68.09,2,1187.1
803,T,M,S,1,71329.9,Y,42.233333,14.27,3.55,45.92,0,CC,Budget,Standard,63.75,3,806.46
807,T,F,S,0,20913.6,N,53.013333,22.99,7.16,65.77,0,CC,FreeLocal,Standard,95.93,1,896.03
810,T,F,S,1,540.4,Y,39.213333,12.34,0,7.75,0,Auto,Budget,Intnl_discount,20.1,3,248.2
814,F,M,M,2,67339.8,N,17.006667,27.83,5.19,48.69,0,CC,FreeLocal,Intnl_discount,81.72,3,2828.32
816,T,M,M,1,75799.9,N,46.38,22.24,7.02,64.8,0,CC,FreeLocal,Intnl_discount,94.06,2,1082.36
817,T,F,S,2,15688.5,N,53.06,14.39,0,8.03,0,CC,Budget,Standard,22.42,3,216.16
818,T,F,S,0,43382.3,N,16.073333,29.67,8.76,99.94,0,CH,FreeLocal,Standard,138.37,3,4344.23
820,T,F,S,0,5185.31,N,62.053333,16.39,5.99,30.51,0,CC,FreeLocal,Intnl_discount,52.9,4,436.02
821,T,F,D,1,13011.4,N,16.06,26.01,0,108.44,0,CC,Budget,Standard,134.45,3,4651.09
822,T,F,S,0,35000,N,22.433333,22.96,8.28,75.27,0,CH,Budget,Intnl_discount,106.53,4,2284.84
824,F,F,M,2,80087.7,N,41.92,8.74,0,22.82,0,CC,FreeLocal,Standard,31.56,3,444.51
825,F,F,M,2,59691.3,N,38.04,21.94,0,256.7,0,CC,Budget,Standard,278.65,1,4184.3
827,T,F,S,2,11251.1,Y,52,28.42,0,113.48,0,CC,FreeLocal,Standard,141.91,4,1428.1
829,T,M,M,1,70908.7,N,49.62,7.7,4.55,43.2,0,CC,FreeLocal,Standard,55.47,1,566.48
830,T,M,S,0,94928.3,N,40.18,14.42,5.61,73.74,0,CC,FreeLocal,Standard,93.78,1,1305.73
832,F,F,M,2,50622.3,N,40.46,20.45,2.07,90.19,0,Auto,FreeLocal,Standard,112.72,3,1436.21
834,T,M,M,0,100020,Y,52.266667,16.2,4.27,18.84,0,CC,FreeLocal,Intnl_discount,39.32,4,426.09
838,T,M,M,0,65000,Y,52.266667,29.55,0,62.81,0,CH,Budget,Standard,92.37,1,962.89
840,F,F,S,2,93559.1,N,57.62,1.52,0,29.9,0,CC,Budget,Standard,31.42,4,269.61
841,T,F,M,1,56722.8,N,60.593333,17.37,6.21,51.17,0,CC,FreeLocal,Standard,74.77,4,606.19
843,T,M,M,1,120000,N,53.213333,0,0,3.22,0,CC,Budget,Intnl_discount,3.22,1,29.96
844,T,F,S,2,3416.62,Y,22.76,18.97,0,104.73,0,CC,Budget,Standard,123.7,1,3013.16
845,F,F,M,0,78000,Y,55.633333,0.17,0,10.22,0,Auto,Budget,Standard,10.39,3,108.95
846,T,M,M,0,73400,Y,53.213333,15.27,0,25.62,0,CC,FreeLocal,Standard,40.9,2,428.83
847,F,F,M,2,8032.16,N,45.666667,29.68,0,59.08,0,CC,FreeLocal,Standard,88.77,3,980.02
848,F,F,D,1,93454.3,Y,48.533333,18.94,0,25.18,0,Auto,FreeLocal,Standard,44.13,2,457.47
849,T,M,M,0,5745,Y,15.38,26.4,0,17.71,0,CC,FreeLocal,Standard,44.11,1,1652.08
850,F,F,S,0,77000,N,58.56,0.41,7.35,208.19,0,Auto,Budget,Standard,215.96,2,2190.27
851,F,F,S,0,92564.1,Y,49.133333,23.17,0,51.68,0,Auto,FreeLocal,Standard,74.86,3,905.74
853,T,M,S,0,68000,Y,49,4.91,3.14,82.19,0,CH,Budget,Intnl_discount,90.25,3,901.52
855,F,F,M,2,48322.5,Y,49.333333,6.69,0,43.6,0,CC,FreeLocal,Standard,50.29,2,526.75
857,F,M,S,2,78373.5,N,35.346667,6.97,8.91,184.02,0,Auto,Budget,Standard,199.91,2,3146.32
858,F,F,M,2,81913.8,Y,49.66,6.7,0,46.33,0,CC,FreeLocal,Standard,53.03,3,627.9
861,T,F,S,0,919.93,N,38.26,27.28,0,93.42,0,CH,Budget,Standard,120.71,4,1851.59
862,F,F,M,2,69486.8,N,30.946667,7.72,0,9.39,1,CC,Budget,Standard,17.11,3,281.88
863,F,F,M,2,24482.8,N,33.533333,0,0,2,0,CH,Budget,Intnl_discount,2,4,29.7
865,F,F,M,0,14573.6,N,64.606667,26.61,0,236.97,0,CC,Budget,Standard,263.58,4,2229.69
866,F,F,M,2,92103.8,N,52.153333,7.42,0,7.43,0,CC,Budget,Standard,14.86,4,148.95
867,T,F,S,2,8392.14,Y,36.68,25.03,7.33,54.8,0,CH,Budget,Intnl_discount,87.16,1,1215.64
868,T,F,S,0,17138.2,N,63.786667,20.01,0,84.67,0,CC,FreeLocal,Intnl_discount,104.69,2,794.1
870,F,F,M,2,47010.1,N,57.406667,2.54,0,164.76,0,CC,Budget,Intnl_discount,167.31,2,1654.53
872,F,F,S,0,67239.4,N,44.433333,12.89,0,53.81,0,Auto,FreeLocal,Intnl_discount,66.7,1,780.65
873,F,M,M,1,69406.7,Y,38,6.9,7.21,128.1,1,CC,FreeLocal,Standard,142.23,2,2033.67
875,F,F,M,2,83259.3,N,50.88,0,0,4.46,0,CC,Budget,Standard,4.46,1,47.03
878,F,M,M,1,20818.5,N,12.68,9.13,6.29,47.85,0,Auto,FreeLocal,Standard,63.28,2,2859.03
882,F,F,M,2,2185.6,N,52.513333,7.12,0,20.95,1,CH,Budget,Standard,28.07,1,286.37
884,T,M,M,1,76511.3,N,62.08,21.68,3.46,17.37,0,CC,FreeLocal,Standard,42.52,2,341.21
886,T,F,M,1,34555,N,23,25.77,0,8.84,0,CH,FreeLocal,Standard,34.61,4,785.53
887,F,F,M,2,11234.7,Y,49.046667,0.69,0,112.72,0,CC,Budget,Standard,113.42,2,1190.49
889,F,F,M,2,36660.9,Y,39.96,0,0,3.36,1,CH,Budget,Intnl_discount,3.36,3,46.15
891,F,F,M,2,68462.8,N,34.4,24.39,5.93,60.51,0,CC,FreeLocal,Standard,90.84,1,1273.95
894,F,F,M,2,72841.3,N,47.02,10.36,0,72.16,0,CC,Budget,Standard,82.53,2,844.4
895,F,F,M,2,63670.8,Y,46.146667,27.39,0,51.47,0,Auto,FreeLocal,Standard,78.87,3,912.67
896,T,M,S,0,80000,N,41,29.73,5.24,35.73,0,CC,Budget,Standard,70.7,3,1000.6
897,F,F,S,1,83287,Y,47,20.44,0,100.08,0,Auto,Budget,Standard,120.53,3,1245.64
898,F,M,M,0,12387.6,N,56.173333,2,0,65.93,0,Auto,FreeLocal,Standard,93.85,2,954.36
900,F,F,M,1,82931.3,N,64.64,19.24,0,118,0,Auto,FreeLocal,Standard,137.25,1,1266.31
